8143 26683
2189 2324 151
65 6369 811
5025 405 -477
6583 2680 577
660 3854 -603
293 146 576
1663 7718 -923
1092 5549 813
6131 7176 -844
7698 1810 599
7450 111 -712
5204 3183 973
7657 3843 771
2951 2606 -51
3281 7579 681
178 8050 655
5013 4766 463
4314 8142 585
2856 2948 -683
4334 775 -893
1286 7564 928
7465 6661 -124
2363 6835 -687
3549 3590 69
1558 357 -537
5601 356 977
2171 6765 65
4294 6732 -724
6034 3403 -776
2276 4369 82
719 672 -548
4099 5494 -3
2817 6422 307
6013 905 68
5250 5676 -82
6171 6442 -919
561 6342 254
5249 3453 549
1177 5347 78
7486 2740 -525
5493 2301 490
8110 6666 -191
537 2401 536
7463 7388 -528
612 6221 -933
7895 5310 -512
5731 602 874
1532 720 -916
2750 6700 778
3749 3067 487
315 3225 -54
5464 2112 850
600 5747 795
313 3945 -619
2674 2725 604
4528 2270 -274
5234 2940 -701
297 4877 707
5180 8073 -760
2491 2418 -476
5427 3283 -200
4877 6219 42
853 2414 313
1807 2854 89
4757 587 767
7790 4916 478
3536 3534 145
6263 918 769
6605 5449 753
3521 6046 911
639 4739 123
3665 4986 307
1069 2020 -324
6481 1002 -161
1029 3661 -453
4696 3446 498
6112 3686 -955
1017 5237 -866
4257 366 -110
7252 5096 579
2464 4701 -339
165 7807 -316
4609 4580 -779
5533 2157 202
880 2949 -288
6792 1033 -474
2769 2745 -471
2388 4202 -810
1056 2924 195
6166 5801 -571
1927 25 -618
4136 8 -94
659 5640 488
3360 7406 -110
2618 5441 682
2905 3184 755
3452 7215 504
8124 472 354
2532 298 134
6019 4007 -54
2395 1933 194
2946 7037 125
3719 296 -910
7746 4296 -68
7900 1893 -611
7637 6193 -615
2991 483 127
3387 694 214
5079 4057 119
1879 5385 493
5013 4100 -243
2075 7985 -183
8030 4637 -179
4917 4401 -412
4802 4480 937
670 5923 807
1386 2041 986
6846 3963 -347
5933 1921 643
5467 3008 637
5409 3750 -362
6546 5751 -589
7533 2764 155
6521 642 306
194 1436 368
5377 2647 -957
2270 2979 -375
2066 142 283
5334 3789 -745
4985 5414 -530
4743 7725 -846
5987 3308 268
5142 3053 65
7809 7520 -428
4911 7820 489
7400 840 -531
4198 559 -336
5665 4397 -649
5008 2903 349
738 5210 875
3792 1501 25
1480 5624 -776
3659 7671 826
526 4664 791
6511 6148 -785
7977 6926 -287
4531 3701 -153
2485 1216 -264
3741 1943 -428
3740 918 -671
2490 3301 -154
4062 1504 650
1944 6772 -964
3285 1187 296
2178 2686 -472
7063 2289 878
220 3634 30
3537 8070 437
6744 6823 475
3998 4789 700
1590 7289 -925
3041 2808 -412
3419 6537 260
1089 2576 -926
5045 1342 357
5199 1848 162
2588 7352 -225
5733 1564 361
7474 5372 -887
2504 2913 313
2787 972 -661
6570 5661 -138
7772 6861 -278
7791 5316 888
1500 1768 -109
6586 5163 -275
1428 510 931
4714 500 -788
7748 4277 425
617 2878 -830
1829 6767 658
1367 7987 -594
4995 239 540
5793 2838 -998
3754 8045 -655
5059 5979 83
6924 3459 654
661 2884 887
480 3650 205
6772 3283 100
377 5265 -748
5510 4975 -20
3228 777 258
1545 6613 85
1544 4461 745
4084 6611 -582
7913 2370 233
6755 1461 -707
4115 7602 -879
2779 5131 -276
2048 4957 -829
4295 606 -655
4476 664 377
4602 3511 -312
6770 2762 814
541 2377 326
7818 1163 45
2769 2260 -541
7330 5888 617
5747 5938 -927
1165 117 345
573 1623 -475
6811 2774 631
913 5768 5
1309 8017 -937
2279 3067 -22
6215 4006 721
1671 467 -716
3840 5718 -978
5360 2582 -587
1177 5189 714
5001 2051 -678
3144 1410 313
1578 219 -550
7556 6811 -651
1410 7970 363
3362 1528 650
7034 4105 -992
5975 3745 791
3327 6544 508
5635 1689 -856
3681 7748 -344
3472 6235 -352
7011 4422 -25
6665 1515 -760
7443 3246 -648
410 254 -226
864 2985 -338
8020 4739 -509
6132 3953 -789
3965 4935 529
2250 4822 -221
394 6393 854
1377 7241 263
7627 4741 -347
128 1628 12
2544 5150 306
3197 5315 621
1091 1719 792
4562 4987 49
6370 5682 375
538 4422 -658
3623 5129 -692
5040 3019 101
2858 6504 161
6709 3851 -886
5397 1168 366
1731 6539 127
8007 6122 130
253 8024 166
4393 6433 -573
3648 4811 -929
1208 7886 207
7382 1297 402
5201 3178 -743
6095 5211 356
4453 479 -660
2737 3217 -27
4191 2608 -878
6668 5223 339
3790 6927 931
7550 6847 145
4578 4218 -328
1911 2415 479
3838 2001 179
5573 6041 -901
4944 7331 206
3924 4321 742
3392 270 188
1312 3909 -195
7600 4691 -798
1216 855 442
1940 7331 -24
2487 3395 44
1244 6885 408
397 4243 -208
7641 4673 54
2580 2145 -967
3455 5424 -208
2349 223 -214
2264 5532 152
1139 2890 241
5292 1029 303
486 4463 -911
3628 7122 487
6859 160 69
2946 4617 792
3831 1757 -592
5003 1267 -870
7509 6876 80
1041 5148 -476
4440 2571 -830
4259 6527 -293
521 1772 652
7340 1575 819
5755 2299 -783
877 4483 239
5954 4119 689
2449 6742 109
490 7862 377
1107 7505 -929
2930 286 -648
573 3264 -298
7362 3458 162
2616 2814 274
7917 5303 -664
4220 7418 466
7827 2313 765
6400 1959 -219
525 6940 -254
663 7373 926
5342 1514 636
1343 1560 -860
814 7052 123
3881 1975 -531
1408 6030 -611
927 4878 -605
6283 7264 -506
604 5443 -193
4933 2150 486
7688 7675 -920
1903 7444 -322
7063 1733 543
26 5582 204
3092 2731 916
3121 1521 289
6322 5484 21
5944 363 -257
5933 3810 786
6233 1729 913
3028 5402 648
3809 1528 593
2862 6987 -770
6565 4295 331
2431 6045 -267
1223 2216 -492
1815 2175 -140
7840 3000 210
6685 317 600
6863 5463 -339
6229 7159 -324
1992 6681 618
7612 3706 -597
3463 3247 -558
1188 252 184
6292 7176 335
5257 7264 -471
1863 7089 938
3233 7770 -947
5701 1218 -705
180 5073 -394
5328 1128 -34
721 3835 256
286 2949 928
3501 2322 -863
185 4804 495
7789 2112 -886
1493 1998 783
2432 4017 194
6244 7717 226
6291 644 -836
7319 3214 -128
4444 2790 -786
3168 2730 -151
480 6342 214
469 7184 941
4859 263 13
1560 13 937
17 5132 -803
701 1190 544
405 6167 -999
7944 2706 553
4727 2519 706
6446 5633 -194
3914 2878 397
3015 6010 -557
6905 8088 443
1931 4839 -701
772 3087 -915
1307 1456 534
7923 6226 -332
2779 3671 -422
8089 6000 -509
2883 5338 -605
4080 3053 730
2969 3460 -105
4871 4319 535
2161 7476 -327
3297 6113 -396
5938 4219 -272
3474 1464 -631
5890 8104 712
3029 1560 231
5827 3016 -334
1162 5083 583
2636 6522 885
4130 7024 899
7735 4269 394
5936 6945 628
1004 1596 521
1615 6213 763
4678 2835 72
135 2928 -720
1164 6656 776
2752 3585 -857
650 7817 -360
3518 7028 -200
3341 412 461
1233 5523 100
747 6607 285
2849 7194 -139
85 7923 89
4197 7660 661
3972 511 -422
2489 7304 -226
3524 1943 553
1005 4230 378
4216 3424 -361
1420 7574 63
404 2819 884
5485 77 177
7416 5563 -808
3567 4738 -682
7957 8042 -109
4538 3869 961
260 6925 7
937 862 -705
1496 6020 -638
2821 621 640
4152 139 698
8140 7817 -400
2428 2259 -46
6578 4420 -190
4571 3394 -3
6954 3023 -69
3267 7000 622
6774 6715 -786
5066 3469 689
5125 6657 120
4353 682 466
2685 2274 -84
1680 1414 129
6031 2660 147
7005 5676 -979
1533 4662 31
6086 5811 150
7183 5190 -351
469 3949 607
7005 1450 137
4710 2192 -209
261 6326 -469
2504 3401 200
2032 3788 -353
1140 5296 900
7426 3556 629
4447 3308 905
7199 2821 252
2401 3508 242
4574 869 958
3748 3510 -674
3083 4717 -489
5758 4808 -949
3772 5539 -578
3375 7049 264
2092 1254 1000
1517 6956 109
4564 5660 932
7865 6635 794
3553 2774 -120
1601 683 -750
7710 3295 -18
3463 2174 37
5926 2197 -243
6831 7050 423
3166 4394 882
7272 5319 533
3773 3222 -802
3928 5492 -634
6778 2445 -395
7757 7046 630
530 6604 -844
397 1406 307
6401 1588 295
3170 5077 746
7019 4360 -182
8112 5819 428
4107 6504 90
6600 3034 458
823 2162 -636
3329 7861 -743
2307 2103 -878
1807 1673 933
7310 123 203
1530 4088 343
7596 2137 -731
7291 1447 117
2111 2322 261
119 844 -294
2860 7586 610
1684 7767 763
562 3626 755
4796 2293 -963
5427 6622 366
2199 6390 -188
574 4405 -112
2407 5688 557
4122 4441 -990
7030 3340 719
60 8115 -918
280 6235 888
7866 4614 -785
486 4397 396
2024 4605 -899
642 57 254
2494 7071 -987
5683 671 -616
1532 1332 -616
1923 2027 553
1523 3032 -947
5942 5254 -524
1878 6103 -114
5384 6716 -766
1914 1889 -217
4320 495 -581
1134 1128 -489
5571 7226 946
7772 921 625
2317 4615 -821
6205 4916 -75
2155 4670 -320
3912 6043 993
1981 6799 -644
2902 4420 -841
3370 7538 988
1970 854 46
3929 747 -575
1269 5536 -691
4088 6902 -297
613 6841 445
815 1190 -905
2263 1827 -690
6701 5022 -485
6976 4882 240
7346 1808 419
2345 5065 -206
5589 3130 -91
7170 2013 226
832 5804 276
1664 4630 433
7618 6053 164
806 5984 -928
1090 439 -847
3069 3881 438
4328 6302 -776
2308 6872 -153
3483 4912 -823
1076 6483 -19
6236 3164 -562
6376 4018 -167
61 307 -506
569 1612 -500
5554 2600 -462
1001 2732 -156
7402 2025 -650
3897 2106 237
3689 1206 -373
6637 7886 836
7625 856 -688
495 5796 799
6014 2121 -706
5258 3689 -997
3001 1823 -153
4320 1713 -226
6446 2101 -981
7873 7416 930
2937 8039 -661
3640 1018 719
4944 7095 -530
3433 2850 -132
3942 1924 -228
7381 7758 338
8055 5140 -85
2005 5428 56
6630 2386 273
2182 5283 859
6793 5996 4
27 6265 33
4451 3003 780
5177 5286 533
5777 2665 -86
6404 3496 635
5475 418 -676
641 249 34
641 3263 156
827 4518 -489
1631 6992 442
3320 5241 -345
2188 188 -51
491 2073 534
7498 259 -870
3261 2916 576
310 2258 783
429 5487 745
234 7524 460
4165 1300 575
8072 1854 863
6901 1776 854
4727 6857 983
4707 6205 -640
5986 6290 759
6612 4535 131
7447 6943 -39
4369 576 81
1867 1284 511
2744 1876 -535
4872 1672 -538
999 6313 485
2635 590 -163
1457 6201 678
5896 237 -705
7609 1698 840
781 5445 431
2523 4005 613
2964 1655 -625
8114 3633 -499
5837 6047 -380
4466 6110 862
6993 2053 229
5394 2773 -365
6928 1495 -19
8098 595 -275
6493 7012 -811
4767 5489 117
1015 1771 673
2756 744 648
1561 5536 -714
6557 1538 -203
3347 920 -771
4117 3476 -396
765 1101 -661
6331 4370 381
6480 2727 -384
2108 1395 -277
2967 6733 302
6998 5638 -195
5888 7260 -290
4570 5974 -246
6573 1591 -421
6339 1299 -864
180 2664 854
6626 1225 -865
4983 3234 710
557 3495 373
6824 6793 94
607 2901 -497
4777 716 644
6619 281 -126
4985 1123 752
1713 353 407
3575 7931 54
1852 3691 -238
5837 5439 -218
3207 6151 670
247 3091 -221
6492 7873 729
2994 1041 -712
2375 2866 917
7990 1155 -481
972 6516 -997
2368 523 411
5524 4828 -202
5973 381 -591
2011 4887 -240
4923 7526 725
272 2168 502
5777 552 796
5750 3434 -231
925 6812 207
4088 3737 364
2081 5218 -480
5500 6912 157
4667 7264 737
4916 671 796
2813 5526 360
5751 3662 -4
3843 2876 321
36 2536 -225
3166 3572 291
4008 6738 -918
5748 2488 662
1066 730 921
5290 837 860
7307 5059 682
5710 2986 -929
4542 2607 -152
2163 3044 -826
6888 1841 -204
2915 648 -336
2440 5252 577
6268 2093 677
7883 4607 558
5157 7266 -168
2812 3222 99
2508 5572 -760
3873 8117 825
4435 2010 400
4730 5679 -221
4971 1987 -416
7521 322 633
1887 1184 -331
7715 3388 93
2892 6537 105
4875 463 -475
3257 1254 940
1421 284 361
6079 7380 -284
2713 1278 206
7713 6675 -256
8095 4352 -472
5997 7468 321
7637 1854 -297
5145 220 -587
7304 1822 285
3327 2694 570
2627 5317 332
6417 2455 510
6266 1135 934
3176 6967 -278
6589 691 -966
2404 4687 514
3369 5633 286
5711 7145 342
8011 8102 679
2865 6401 -420
7762 5949 -381
2064 6530 -342
5957 6494 785
5761 5162 -107
3509 7864 -915
1472 1061 20
361 7853 201
4756 2651 385
4440 4219 293
5949 4089 113
5496 5064 -452
3442 3894 -30
379 7049 396
3799 4408 524
3083 3863 194
3226 3851 -665
1612 4715 977
8049 1929 -295
2842 2659 -311
7987 2240 -795
6002 133 -855
2198 4424 489
4630 4656 -366
6180 7032 239
1671 5282 716
6091 5904 567
6561 3197 841
3749 327 110
6862 4202 378
3710 1837 -324
1595 3650 493
5973 2105 678
8037 5853 968
7732 5107 80
1894 2957 360
7717 6219 716
3841 5642 636
1222 2818 -931
6048 6400 321
7370 1185 650
2492 4149 -679
910 1233 116
2224 5073 533
4693 1675 -782
5447 6497 -918
1819 1330 311
6563 3083 491
1010 4172 557
1393 5451 -517
3592 5705 283
3828 3574 -210
1883 5227 -84
2649 1513 274
3715 6189 -311
1273 6661 836
4825 4280 -601
6189 7511 -845
806 7907 -65
3001 5023 984
4230 898 269
7899 3106 706
7314 2177 -959
473 7829 -503
3838 1128 -371
2571 7520 328
610 5957 85
2332 2323 -6
6049 159 -447
1697 6954 924
3473 526 777
2759 1883 -911
7740 1221 -74
613 7861 603
5901 3724 -998
6791 7467 -872
1856 2315 710
1350 2005 -3
2484 2611 642
7366 3720 875
1646 697 -841
2041 4196 -547
5181 291 -350
3121 6422 -364
4264 331 619
6459 6032 -793
5500 1370 451
2599 5786 546
3862 7118 -335
3464 6799 -748
2347 2231 66
4555 1691 -22
1926 1772 825
7049 1975 -384
1299 910 -140
4330 1674 243
414 7962 856
5587 3944 -339
3343 927 -520
7778 2552 77
4094 5962 -528
848 3048 -504
7146 5631 18
1795 6319 -465
36 5206 -782
2880 7930 880
2594 8037 -38
7684 1826 -778
6532 1625 -419
2421 1954 11
6911 5571 148
3062 3213 -322
6010 4874 -612
7931 2931 231
5523 2127 786
6567 259 -807
217 1852 727
7488 3150 608
478 842 -746
6805 6294 40
2573 231 -463
4843 3326 -53
5963 6390 919
1916 1059 -531
3151 7812 -250
6697 6861 737
4279 4114 -947
8102 3300 283
6065 2530 -180
2544 5598 -456
3268 1549 582
3745 4141 294
1825 7417 -196
1177 4809 594
926 6631 454
3600 4817 424
6044 7318 792
7092 7660 -84
2946 5144 556
2786 6886 793
7493 295 -939
2256 3524 -589
7551 6645 -663
6886 7675 558
5127 2014 -149
829 7099 568
3981 1039 -367
2917 5080 -286
2629 1712 -356
6713 3282 216
6448 7699 -907
1104 2094 976
6317 8030 334
718 1065 921
4860 2821 688
4941 1037 -128
3404 1831 2
4876 5539 194
2777 2664 416
1023 2864 848
1976 7746 -502
2302 5947 -648
7980 5864 -634
7098 911 -924
6451 4440 7
2247 3822 293
3029 6037 -414
5090 1491 250
5541 6261 945
4572 4241 -527
5517 1188 -140
3272 7019 -634
6701 4277 410
3864 5879 -240
6659 2651 -259
6486 2999 513
3692 169 653
3850 2965 261
881 1011 -398
1000 51 344
3421 4883 -514
1123 5817 127
5457 6129 -359
6026 1024 -149
4838 7411 -45
6798 4211 -589
7713 2855 -608
7609 5024 983
2277 3067 -474
6908 637 84
1478 3972 -575
4897 7502 683
7067 5238 -786
4917 981 -867
4736 2432 -228
2273 3949 -813
2119 5923 -305
3465 453 -16
3837 864 210
3462 6266 -999
7673 2496 736
4662 2349 -904
1625 1184 -151
3376 2705 -859
5079 7652 186
6108 2680 -262
5516 1415 730
1039 8017 -3
3005 7070 181
6379 4851 -272
6815 6675 -414
1895 6270 -3
6746 3779 490
5668 6116 -297
5736 1409 -215
4360 2593 -21
7193 7723 494
8128 1979 833
7343 4861 -227
5427 5538 -974
1898 453 395
5210 694 -724
6658 3760 -917
2988 4212 -342
1618 4529 -964
5274 2651 -43
4016 2884 565
4537 7444 -944
3018 6247 -947
5713 6798 -320
5608 3743 425
125 7792 960
7323 4689 -69
2726 3608 130
2798 6177 -534
6235 4836 289
5200 8005 -424
960 4782 -893
741 7792 946
1529 2180 -193
7546 184 -19
337 4135 -420
5389 5575 315
5059 434 298
2144 3352 760
148 7207 295
4647 6623 -338
1790 3869 279
6877 4126 -178
7538 7806 -853
3772 4088 137
605 4234 813
3926 6022 -612
853 4331 686
2641 4995 -810
1785 2754 -909
4650 7548 719
460 2197 196
4118 4780 -191
2619 7926 -663
2850 2481 578
1532 6449 861
1706 1721 222
5863 5392 498
44 1176 -529
6465 2262 -289
4602 6569 820
2042 6837 775
4422 816 -353
6911 7886 -376
900 2862 682
285 3597 -929
1283 1146 304
5981 6280 782
2857 7431 -564
5900 5716 -463
6910 4339 283
3767 1119 223
3261 5799 -972
5589 1217 -872
1434 3991 553
6853 5488 56
87 6640 679
2190 5958 -504
2359 8028 388
8123 7565 132
92 2933 -485
6582 369 -123
4101 740 -630
8112 6783 132
1480 2746 -836
90 3934 -12
2679 2905 824
4259 4100 -591
7974 5428 529
8116 4961 -687
4033 1459 -415
543 2781 622
5811 3706 205
7501 3287 475
535 6417 -248
224 2162 493
71 601 -458
5460 4119 548
2471 5614 -97
2416 1463 146
522 7295 234
612 6523 -723
5178 729 164
5632 7993 -584
3444 2088 -346
1412 900 -629
7465 3222 543
2031 7950 847
6710 1693 10
1765 4415 998
2612 3333 -35
225 6842 288
7833 2092 496
1069 1146 88
3158 6239 -761
6765 7064 -476
5728 2379 485
5253 2055 -537
7422 3815 -113
5604 5690 -705
3671 3603 961
1723 7506 -146
6561 4411 761
1816 4970 -60
2236 7095 -610
461 1278 -928
2527 1003 -488
2471 7341 909
4792 611 200
5491 5266 -235
3333 2293 -339
6645 5061 -290
1534 6837 -733
6309 5598 -191
3628 7749 858
4222 3275 735
5217 345 -814
1235 1674 -836
3248 3506 292
7669 6938 -217
3352 1786 185
3277 3262 -306
6850 4394 -698
4401 6089 -30
868 1085 -114
3362 1085 -501
5883 5471 736
252 7517 929
6230 7626 265
1973 7883 -790
3063 4849 -881
564 6335 963
6555 3462 962
5522 4115 182
2240 5297 551
3192 7201 -86
351 2132 143
1191 1630 37
3600 589 -904
5649 873 473
4371 7213 334
3108 3286 541
4190 3664 618
2441 1463 602
3564 3517 336
4369 7419 -360
4052 2123 -144
4381 37 202
2282 5982 142
815 2332 -984
3036 695 445
4313 2010 251
6284 6549 -159
3192 5735 -678
7048 2452 -446
5451 4997 611
3582 372 463
2872 1813 -444
1313 2030 -834
5546 3405 23
6674 6369 -975
2294 76 9
2653 5860 226
277 1423 -598
4725 8126 349
3241 4462 415
4426 468 305
6952 7341 944
6317 1040 -573
5482 1565 -956
2888 5188 534
4169 7162 7
9 2193 -633
4906 6962 -450
4742 2352 -873
1508 7194 187
3928 4823 315
2968 4627 667
1833 4908 958
524 2882 681
5976 294 531
3498 3914 786
6739 4334 -14
6769 4200 95
3880 1933 994
6502 5453 685
5092 7884 -416
3120 2607 -937
3729 2054 -888
791 100 451
61 6085 185
4825 112 689
1396 251 -471
7852 4834 55
7676 6931 -353
3663 6341 -85
6605 4336 -532
1217 6829 -864
1852 7509 535
7426 2646 -239
1993 2617 -542
2959 3258 -452
2059 4109 355
6147 6669 -283
1481 6232 -538
7776 5383 -228
6694 2989 -429
5694 7864 102
7880 5185 -928
2443 5296 -878
1506 2623 550
3760 6855 -276
8048 7462 573
4499 580 -839
2626 4975 483
4141 5214 -198
1521 4366 732
1505 5864 725
4638 6324 413
5699 159 107
6065 7606 871
108 4826 -439
6152 5546 -157
2917 4670 759
4448 8086 -967
4739 7268 771
6968 6494 -776
5308 8045 -749
68 3436 157
5653 448 -800
4027 8026 742
1943 7291 311
5613 2773 -871
931 7488 372
6626 3227 -99
5429 5455 -528
7083 7260 833
3554 4158 -557
6405 2579 -220
3887 3816 121
1566 1416 -998
5024 5616 -642
4513 5131 200
3902 4480 -79
3315 7704 396
699 48 -933
5007 7575 960
3435 7677 -630
7229 3672 797
4361 2299 -827
5615 1802 -432
897 5519 -903
2923 743 -848
427 7290 454
3585 4832 914
6255 1039 -38
6306 433 -289
5984 4785 887
2684 170 -292
3932 5250 482
3143 2111 391
4750 7369 -271
986 1280 520
5982 1264 -970
4538 7652 132
3191 1814 -505
4369 4071 773
7240 3699 910
2438 2204 358
6731 6326 -367
5576 7753 -189
7048 6128 630
5827 5428 371
5466 6652 927
4285 6931 -656
7248 2115 -904
4396 2807 -97
4779 3524 148
4890 3685 880
185 2993 -211
1976 7568 -750
3768 5128 -2
1335 4217 802
777 3065 513
7720 2090 980
5855 836 235
5376 4389 863
2472 8073 371
7926 6037 270
5154 7671 -154
2165 5977 774
4195 4517 609
7670 7229 83
5384 7540 69
7955 5356 364
4936 246 174
3884 6090 -21
7123 2993 826
3627 3059 -141
6361 471 -702
4345 6600 693
5885 7186 -576
3248 844 -171
5462 4393 224
5652 1126 -474
4493 4434 829
2448 1417 -346
7226 439 -757
4807 7546 -972
187 2899 921
3487 7164 -48
7065 5125 -975
4274 5213 105
7264 6786 -757
5111 3568 290
4015 6101 -446
2222 1227 429
3194 372 -48
854 5306 -983
7310 3810 431
3914 1689 -87
3839 6530 -202
3312 658 -409
6477 1577 82
8022 1458 479
213 7103 636
5113 4803 -142
2235 512 301
1132 6517 596
3950 1242 -643
4137 6730 -512
5423 1062 182
5489 787 -583
8096 3325 993
5618 1134 843
3103 1318 809
6528 6352 -238
3837 32 327
3513 4554 117
7154 106 359
1788 3936 -480
201 4349 714
5118 54 281
939 7898 148
6787 5688 236
1111 3944 -840
5989 1776 159
3828 789 22
6407 5769 910
3126 1031 -968
3310 4761 -559
2443 7763 -504
2377 3447 626
6992 6549 -425
6346 5068 133
3182 4580 -740
650 4217 -514
7507 6399 -600
7116 7649 -966
4594 7688 -931
2339 6223 -529
2578 5346 818
308 5939 -735
7788 2904 -2
5235 4635 -741
5360 5035 322
7033 2408 528
4478 4720 -151
7182 98 -331
4297 5933 -379
3242 7605 60
2892 3859 941
7808 32 -714
1999 636 -573
54 7962 376
3509 3415 722
4721 4119 -742
1443 6016 710
901 3116 -162
3076 2291 -120
8022 3441 272
6249 7925 -195
4593 5211 610
1183 5714 -193
3543 3517 776
2299 6124 455
6480 2602 199
6869 1075 810
1409 7989 232
2187 2198 -830
3428 1488 288
6044 7337 684
6300 5986 836
7893 5734 -18
6797 6264 987
6200 7107 594
2712 4249 -101
8092 3963 -761
7513 2049 -668
3251 1725 -91
2612 1074 -271
5544 7984 -604
4814 4880 -362
2558 3198 446
7800 4878 -882
7672 2787 761
7651 2810 -433
5926 4109 -658
5533 7095 -669
6620 5871 -233
5928 3526 10
7809 2405 -837
2269 4956 383
5696 5033 654
7236 1178 968
2566 7024 -529
4566 1534 -968
3281 7448 432
768 1205 -235
1569 1549 997
3326 3148 -173
7086 4859 -803
3642 3147 70
4921 5563 817
2023 4443 615
7112 3313 455
5767 6985 -435
390 4317 -847
6082 1473 -917
4611 2932 430
884 4339 -625
5540 2437 849
2905 3583 -913
3010 7293 437
93 4668 7
7181 2674 160
5143 496 -947
194 6319 626
6148 2355 -26
5546 2886 228
703 2415 826
515 719 -377
5542 8136 -29
4472 7559 177
3286 5568 -989
559 3303 661
5234 3779 381
3828 3155 -29
1756 4848 237
7730 4639 -708
613 7737 -398
8007 1518 741
261 4167 220
1852 5155 214
3474 340 797
1581 2073 60
2574 6507 248
3575 5140 287
7322 2999 398
6246 1657 759
4372 926 -454
1955 2093 746
1254 6125 -325
7592 7168 -529
2437 1133 801
7777 7356 395
7560 2231 388
1432 7047 -360
2026 6994 303
1233 3456 -728
5024 5812 274
6937 5569 -394
3682 1616 631
801 1099 -281
5333 463 23
5347 126 -478
7482 4951 -122
817 4098 497
1625 5534 -21
4282 432 -343
3421 6974 634
3352 2282 -254
1798 2716 514
5101 7126 773
196 2014 -942
740 5928 -84
7251 4067 -704
1812 4750 718
1754 4116 -238
7289 3370 531
2033 8037 -516
5599 39 318
823 4756 289
3576 6054 -581
4511 3650 -189
3891 7195 -459
1954 6271 446
3933 5375 330
2793 1817 218
2063 447 -723
1795 6824 794
5168 6416 -533
1104 4905 -470
3521 4974 -75
1220 5286 636
7887 3154 120
6452 1322 -930
1320 841 645
4266 7189 412
2945 6562 701
5965 7700 -978
3649 4944 -40
2715 823 430
2819 7248 500
941 2581 715
3034 379 -602
7289 31 -237
2698 4468 -244
266 6430 -413
7217 965 -959
6259 1997 -328
4287 3779 872
1486 7758 821
3429 1021 329
57 906 382
1002 4134 -64
6633 2428 -343
6204 4603 263
4123 3591 -970
3055 3123 988
2824 83 -88
164 4231 898
286 3920 710
5625 1423 122
1466 4578 117
3603 8049 994
478 6666 -372
6696 547 -336
1809 3643 195
5399 5491 270
5416 7805 589
4989 4136 690
1265 2692 256
5500 1393 -420
8 5983 -909
1871 3700 -142
2850 4731 -259
3716 1393 -892
5000 2547 -920
2394 7876 -391
6939 4744 710
6194 4010 -278
3681 819 688
2043 7594 851
993 1384 -560
2220 4065 -757
6796 2890 329
2363 3601 341
5336 3650 -890
4439 4472 727
7646 6363 -617
6083 3661 832
502 3990 521
966 5259 -599
400 6856 -958
4756 5427 337
5127 1284 -794
5251 4010 608
6772 2778 -11
1774 5098 -4
581 4688 937
7216 5445 104
829 1747 -251
79 3293 -94
2967 5796 836
6610 2818 376
6689 4009 -176
626 7444 699
5585 3820 440
3465 2657 692
7859 6968 951
3061 2896 363
2164 1839 -183
3065 5998 772
2558 1224 -382
909 233 794
748 6731 -630
6156 3160 414
280 7544 386
918 4068 865
3814 6241 -96
810 4656 -319
6080 5178 -214
3641 2618 696
1755 5228 -799
3299 2608 253
2493 6956 -744
1963 5313 922
7465 3987 -837
4060 145 -533
5863 6967 -586
1046 7331 749
2337 8042 -745
3194 403 -695
3117 5620 414
5990 3157 773
6863 1611 -652
5354 3913 -743
5082 4378 -882
5619 1976 731
7711 6791 313
4619 3787 231
5046 4084 -793
1471 539 -481
6525 2545 -232
1725 933 -367
1147 3187 -979
6854 5519 -298
141 1096 911
5847 7944 314
2184 3302 -22
4572 94 -132
6801 5609 21
3624 4204 864
1274 7819 681
135 4639 138
8082 1369 860
411 5405 -995
3476 5563 955
4767 6603 965
5735 227 352
3414 5915 -188
3235 3990 624
4742 495 -945
1148 6633 -502
403 5375 641
5504 5405 283
80 3466 794
5875 3195 521
4059 2260 -855
1890 73 316
2814 5468 -480
558 7180 -454
1073 5308 -24
831 189 -190
380 6496 246
1560 5124 19
519 1223 222
2586 7209 -773
5688 7697 -991
3998 4271 -122
2868 4735 -46
4310 2944 214
4554 3466 534
6633 898 -213
6508 6432 955
8015 6606 822
5000 2127 -629
6051 1186 -637
808 5689 781
5847 6292 -98
7006 336 756
6834 673 932
7532 6188 -103
7162 817 54
6457 2389 731
4853 2253 492
1435 6302 -905
489 4129 115
7148 6914 -6
1159 6585 770
7280 7164 -377
4239 6714 674
7311 3730 220
1276 2343 250
2988 5598 134
2374 1947 -610
4894 7787 109
3017 7655 -962
582 3593 699
819 1483 382
7103 5041 813
3745 3396 545
3762 2346 -587
6546 1609 875
1212 4148 90
6244 3140 568
4918 7215 -484
7402 8002 -683
4286 5916 -58
7147 7062 -492
5241 454 -816
5090 1958 -433
5603 1700 -39
6692 1427 212
7022 4014 -553
7641 1952 195
7080 1278 -483
4776 7172 -396
7471 2430 630
304 7438 413
2280 4945 -641
6626 2953 -387
3880 420 257
7609 646 621
1526 1664 -139
465 2656 490
1410 7539 -614
2839 5319 276
5638 5859 -383
4435 1244 -270
3209 4143 -815
2846 4284 -537
2751 7054 -871
1740 1280 65
6568 7717 -388
562 1984 660
2697 2180 156
6373 3596 425
7811 7778 469
3491 5534 -848
7668 1072 -496
3245 6418 310
3483 3676 378
3003 5947 643
5808 995 58
7279 7895 -283
