815 2578
765 117 860
497 637 118
609 725 412
448 708 723
528 758 846
609 782 66
474 678 43
236 269 347
800 788 153
556 210 110
589 183 79
379 573 344
604 646 585
191 203 851
377 463 599
410 618 461
220 309 389
349 714 415
283 417 421
444 99 4
34 730 724
479 108 589
75 211 357
47 274 295
635 529 563
424 47 869
137 600 824
29 465 211
232 214 100
753 15 181
388 759 553
380 208 34
800 22 365
160 170 493
299 86 223
340 437 527
225 777 698
687 448 86
620 216 988
361 298 438
530 46 586
370 482 719
803 240 656
242 262 333
641 699 414
173 741 303
783 113 830
30 527 427
210 262 872
439 414 592
583 26 673
505 106 452
486 365 382
40 567 781
294 757 451
167 335 746
718 799 878
391 374 509
136 70 524
19 172 237
272 721 135
54 265 630
524 313 239
654 360 208
441 428 30
540 456 740
722 74 909
365 494 147
341 351 353
10 579 729
604 7 657
312 247 292
421 332 589
78 204 899
634 344 513
627 160 43
470 703 676
82 626 364
712 395 420
322 277 818
113 103 164
791 213 300
150 755 719
118 713 305
543 756 833
57 791 39
521 121 651
342 208 51
460 658 349
263 394 680
414 411 100
723 320 570
198 60 936
346 68 325
412 807 616
482 405 53
374 542 617
374 387 174
704 25 144
376 544 907
217 620 87
681 653 305
5 622 430
429 805 349
197 228 192
224 69 908
651 35 778
759 767 798
501 382 254
588 655 354
544 214 154
288 417 950
407 297 598
202 761 916
307 115 664
292 800 115
742 415 577
670 734 330
192 580 314
54 221 541
626 448 203
754 708 916
648 804 577
706 112 701
203 618 56
756 257 805
359 427 685
180 74 606
288 489 994
470 657 976
511 667 942
20 78 915
296 608 299
194 513 889
731 480 656
552 172 390
473 292 946
125 296 205
27 692 190
737 225 856
694 743 33
704 35 842
162 392 822
499 306 79
408 220 783
529 110 95
448 81 777
809 480 772
758 271 543
553 809 11
109 780 539
264 586 558
753 318 673
532 374 728
425 240 410
348 580 755
409 210 27
154 487 985
32 110 194
354 690 119
582 648 697
279 333 287
607 467 4
427 732 807
765 780 935
342 583 26
305 472 676
308 498 168
246 576 578
213 749 843
458 250 123
150 53 171
143 645 769
489 506 947
644 793 525
164 629 925
361 117 782
40 163 971
768 5 246
786 200 760
277 734 458
397 360 641
575 211 312
724 759 825
501 267 30
507 678 712
12 646 656
709 646 313
737 760 399
784 365 333
685 57 91
261 182 364
299 14 201
809 493 587
579 527 176
561 796 354
681 489 440
60 425 57
584 343 397
320 388 777
523 382 673
464 166 168
801 663 183
781 539 786
57 569 121
491 154 397
328 512 298
758 554 931
614 665 424
757 637 97
257 156 825
517 672 722
716 677 432
188 431 861
231 747 120
97 300 180
423 468 970
5 18 228
244 36 506
528 480 637
788 728 634
141 666 124
437 33 778
289 450 213
57 465 392
510 721 357
162 196 525
333 5 328
717 608 342
190 548 426
604 523 553
570 603 400
174 402 402
587 145 531
605 616 237
593 121 12
15 160 525
343 747 709
27 545 116
540 503 400
620 130 882
667 6 584
560 85 92
85 298 395
739 190 816
142 188 369
250 20 523
