16
861 941
45 349 -359
259 9 372
656 476 197
3 278 -174
717 243 836
162 869 596
349 437 405
59 111 -986
528 868 150
508 77 704
385 88 -873
850 606 -221
612 88 511
425 618 -863
28 522 821
170 720 -926
588 249 -719
99 445 -56
153 833 -464
809 108 454
571 5 495
745 85 -841
860 429 297
70 511 100
137 9 -714
113 379 305
756 588 -764
47 522 357
519 108 302
661 869 116
633 135 -307
346 815 -73
739 88 293
246 118 -23
305 859 982
312 659 805
402 326 727
197 740 -936
586 309 739
396 73 379
623 207 -945
866 751 692
612 402 -345
745 672 -213
140 698 514
809 62 -622
136 868 727
575 683 657
63 764 107
828 179 580
743 46 -370
470 125 -379
550 773 959
745 522 -416
525 667 627
683 449 -343
833 664 391
731 105 115
396 509 -765
256 112 813
859 634 -973
68 690 648
231 826 381
146 820 343
745 87 -346
485 530 -489
433 279 556
361 449 -752
224 687 -106
448 330 468
421 560 -283
59 700 482
168 646 -616
406 330 996
53 759 541
139 445 -172
505 593 -716
199 592 -880
306 339 -595
155 794 -12
778 835 -713
377 164 823
21 307 -933
61 538 235
828 103 583
100 63 824
177 425 721
883 61 280
42 767 130
272 116 -128
746 680 -349
288 161 647
324 687 892
446 664 -725
270 663 -316
853 312 -469
499 291 -915
693 743 997
144 358 131
233 725 -301
734 542 719
253 60 -421
683 660 226
23 72 -511
53 528 -246
523 595 -614
566 468 438
121 723 141
54 313 -425
551 64 -976
107 815 436
631 507 827
367 408 340
242 189 633
751 91 -575
513 547 870
281 669 -142
620 275 -312
414 546 434
866 126 333
7 583 160
77 531 27
597 184 -917
394 509 297
513 2 -679
855 405 -852
171 63 51
278 658 495
812 718 533
488 748 -192
6 42 -58
302 257 -811
388 96 143
297 64 -872
693 847 -568
435 371 -628
858 778 -705
285 419 -340
668 497 237
35 756 748
814 491 -169
568 522 845
770 226 752
310 179 -872
787 743 -981
238 48 756
59 869 -412
99 344 -299
344 191 -292
235 879 -833
387 402 -635
581 823 -228
708 263 -504
674 823 -688
49 608 229
589 729 -31
182 348 -591
178 176 -102
809 112 967
114 787 639
143 625 -103
93 339 -904
495 229 -876
300 267 643
96 268 -448
466 393 -153
333 684 -966
9 669 -384
471 727 93
104 756 993
789 147 -808
111 609 130
393 649 905
572 613 -3
403 770 705
867 564 890
393 740 -709
514 284 757
798 321 594
592 475 509
128 552 -349
471 304 -753
832 791 -271
309 584 616
831 731 463
615 466 -400
851 87 -384
57 75 459
115 158 175
476 629 885
215 591 -582
646 773 887
495 831 -265
50 422 -955
438 140 601
814 754 -804
222 558 762
453 531 -148
239 375 -152
264 665 696
737 118 717
538 406 -239
580 751 204
827 620 169
434 78 -597
646 561 -577
573 529 207
862 512 917
293 672 -362
342 591 549
345 286 236
131 272 295
691 339 751
856 36 882
801 577 -564
640 459 510
466 586 448
571 242 -336
866 826 -21
770 579 513
250 286 -882
875 253 -557
128 503 715
223 438 952
117 203 404
729 623 -538
291 173 -928
752 207 566
723 562 613
218 547 189
781 74 231
369 164 -620
61 131 202
621 95 -638
141 18 999
265 425 968
228 782 -399
371 681 785
520 327 717
753 725 676
773 207 -992
467 148 314
74 607 -367
463 306 156
406 702 978
502 42 -528
585 510 540
679 555 896
680 817 506
227 778 114
556 278 -554
249 511 598
672 82 -707
560 20 862
317 545 -345
550 638 375
697 766 407
183 404 -833
491 836 322
428 1 -951
848 756 904
798 291 458
1 81 175
112 378 165
631 31 -684
323 841 -59
662 354 142
343 155 373
498 73 -456
793 425 949
412 624 -967
843 434 986
25 303 652
872 606 360
770 112 -286
744 277 561
701 853 -914
5 75 -226
872 53 567
694 92 659
302 786 476
851 443 9
742 382 -323
502 295 313
702 209 -594
459 141 113
779 715 410
427 46 -453
360 394 16
189 236 -862
333 298 602
275 459 885
624 371 57
657 811 310
452 572 -730
252 386 550
213 372 -144
677 719 232
117 442 359
159 130 260
784 220 212
617 148 -934
36 759 -509
131 511 -178
831 211 88
534 366 410
709 636 346
281 767 -571
274 334 -390
727 366 654
684 514 446
548 228 -57
727 871 -74
820 186 -588
355 561 282
164 720 -129
632 100 -311
393 345 -734
51 701 -484
524 568 605
705 758 -214
564 597 65
655 664 391
742 219 288
224 74 566
250 804 719
781 724 399
218 286 -492
842 47 56
767 75 213
358 106 927
19 528 -473
23 443 566
467 423 936
140 729 214
730 408 -918
549 550 -340
444 693 946
310 726 520
509 817 144
365 844 -107
572 28 291
113 789 814
830 203 -976
138 220 384
747 679 42
38 137 732
369 810 -395
715 305 -211
511 727 -64
836 261 -651
579 804 -805
541 413 -532
490 632 -954
804 641 502
245 103 -369
429 219 352
306 269 643
673 749 94
795 314 -256
377 109 268
11 101 381
649 749 36
110 28 -477
137 222 -988
837 359 889
71 149 -438
795 188 742
556 107 959
315 662 -1
821 104 537
431 392 688
171 403 783
363 525 110
498 538 520
212 777 -850
625 293 -719
572 795 455
446 862 -236
275 208 742
355 275 480
291 201 -429
444 659 645
662 732 -267
290 99 560
883 141 -936
762 529 476
736 410 713
780 543 671
387 700 -203
564 423 471
483 270 -686
72 840 -524
647 12 -87
755 415 -859
678 566 143
557 857 567
622 178 111
230 605 387
719 138 -355
195 799 -921
293 709 592
831 664 -81
786 250 -937
879 553 480
56 841 593
205 619 707
534 848 -146
287 175 -628
316 568 319
458 747 -538
703 218 326
82 793 459
513 225 891
363 457 696
424 312 52
103 179 455
70 495 -247
290 436 -46
180 514 930
289 213 -856
46 448 128
94 562 146
829 104 -286
772 522 -322
846 400 376
312 300 -187
258 640 108
482 33 1000
232 174 -832
272 796 -344
132 115 790
515 868 -813
156 3 539
732 355 290
690 597 804
486 346 96
126 114 -887
209 604 893
349 79 -275
268 874 156
644 65 299
391 70 20
637 198 -293
684 699 -372
165 729 748
722 535 400
440 88 721
844 645 136
847 104 390
416 69 619
786 751 -562
471 194 834
808 66 80
419 301 819
853 543 908
18 573 -222
379 797 868
436 142 12
254 860 -815
305 378 886
354 549 -461
161 399 180
22 175 26
883 64 789
567 839 403
135 397 990
783 46 -846
586 156 -41
395 835 -837
812 633 856
392 116 -560
853 820 778
264 472 -696
430 595 -970
732 793 339
362 670 -814
243 188 272
583 598 -373
499 516 862
372 267 -436
407 760 -606
277 551 103
534 714 -36
380 302 -377
591 832 208
10 182 -739
129 695 -831
278 86 -900
802 153 680
801 569 740
307 540 -467
126 741 850
604 644 -484
144 326 -881
40 819 800
639 386 -991
67 797 101
65 386 141
585 708 773
366 482 830
423 283 -931
182 491 -785
420 452 647
121 791 -246
481 270 -98
557 742 283
791 878 893
737 548 888
492 806 -460
883 856
311 617 -47
194 521 -812
626 102 503
709 625 -469
431 178 -36
754 81 495
517 327 639
343 161 598
151 47 -552
95 784 -140
222 93 489
328 775 -93
358 342 -667
357 585 -715
661 552 -155
791 685 253
361 786 800
444 728 93
572 509 -636
749 233 550
752 474 -981
198 428 -588
732 822 -255
108 787 -639
268 638 458
788 691 -652
434 877 331
416 685 -940
514 289 -967
244 6 -382
496 371 52
260 345 516
152 110 891
242 184 513
235 34 -799
237 443 -531
633 360 431
699 800 -492
301 566 425
66 451 -588
675 328 -866
191 679 805
707 650 -899
668 879 951
188 468 -101
203 586 -56
868 358 -64
555 732 -640
757 513 282
848 524 566
19 777 887
143 259 802
97 413 352
840 421 949
268 551 375
739 580 -785
365 465 -988
619 102 265
782 402 129
470 313 339
628 148 -361
338 190 208
778 491 -70
605 63 210
593 623 -953
1 413 264
334 265 954
88 12 -180
817 188 851
577 391 -473
126 500 -97
446 98 862
348 102 -252
311 1 729
413 428 -766
644 615 677
110 821 89
488 736 626
617 555 419
498 279 805
565 95 549
477 210 297
218 636 -139
629 544 -457
248 642 933
416 787 -262
635 19 366
479 755 43
851 13 -339
284 862 442
495 41 -980
221 186 275
45 272 283
645 438 -175
349 663 442
778 641 409
619 639 428
105 349 134
161 69 423
215 397 -25
722 712 69
283 399 785
639 324 155
307 313 445
804 801 339
486 564 -1000
660 8 -473
844 110 107
644 814 465
89 279 -351
646 10 -552
498 524 -577
64 78 512
546 827 72
517 44 -727
527 778 388
142 59 702
406 842 -739
206 408 251
711 327 862
354 836 -8
39 513 -543
421 839 999
703 44 433
224 563 250
721 520 -425
142 755 959
670 284 875
718 335 369
805 297 150
400 17 747
149 872 95
833 200 678
340 378 623
806 545 -780
794 245 862
635 825 521
665 502 -44
281 330 -182
108 179 -592
567 645 -284
428 335 671
667 465 389
742 111 935
671 347 89
255 519 635
91 148 715
61 136 88
351 592 597
404 182 -946
636 370 -26
702 373 -443
661 500 2
789 751 -396
750 720 976
119 838 -871
706 152 958
791 710 464
519 669 -401
651 579 143
712 15 -973
290 280 -175
823 236 960
192 266 -66
652 130 -744
615 772 555
257 333 792
357 158 924
736 651 -55
518 743 670
384 430 -254
465 502 -423
752 651 499
404 435 -313
788 172 -672
150 38 -556
98 823 430
102 370 195
461 499 249
278 191 -975
96 160 564
794 490 -191
293 346 723
39 97 176
500 703 -732
732 389 -483
596 840 455
215 605 117
74 457 -458
585 635 -541
759 339 605
83 501 996
759 795 -965
192 600 298
847 39 875
2 283 -670
574 380 -843
377 847 -174
527 372 -777
675 324 208
794 797 -263
196 708 856
97 651 657
73 319 -921
242 89 -198
442 288 -476
629 643 -805
437 525 518
740 511 -660
410 553 -141
256 770 -429
809 203 -48
763 138 887
552 744 806
530 223 -128
602 205 -543
81 260 815
849 226 -310
377 254 949
329 637 -536
805 203 -601
56 15 -227
482 408 -422
879 47 751
635 406 138
609 404 819
763 125 -972
161 688 606
449 817 24
431 335 -63
461 569 -998
107 431 369
511 178 424
340 595 -790
44 358 -872
75 831 477
111 363 587
383 29 -621
10 502 276
450 391 -72
125 817 291
814 765 843
479 416 -520
528 813 -827
514 319 728
517 265 -158
26 566 642
513 642 -326
219 771 -55
395 664 -417
469 64 -180
732 277 505
245 160 -791
242 711 325
601 523 -770
787 354 -841
122 555 608
719 343 299
877 42 400
653 399 527
211 53 864
65 690 -142
35 529 -944
24 179 -748
819 411 -92
239 836 418
122 607 -255
569 224 -782
373 301 197
258 729 341
480 342 -537
247 674 -207
206 681 -452
847 248 945
709 246 -896
658 575 -283
457 277 616
733 736 -828
174 226 -578
108 786 885
535 146 -940
139 769 -452
23 462 101
798 590 325
738 549 -897
118 219 -594
135 218 -272
269 54 -603
797 320 251
798 526 115
96 675 330
182 229 -933
273 340 -739
382 845 -961
700 432 899
599 367 -633
350 516 -472
425 421 897
643 252 -601
51 603 222
153 86 -191
353 244 -284
96 592 678
228 725 -760
794 304 -367
184 336 984
308 246 557
701 753 -5
451 818 -737
359 814 230
806 785 904
526 849 -446
438 256 -59
657 856 650
302 344 47
198 800 -63
498 179 -600
236 493 -405
228 394 -881
312 597 -388
577 6 -417
593 738 498
252 525 -543
856 416 976
391 607 -900
293 852 -407
83 507 891
443 524 660
25 403 305
226 504 897
465 619 62
60 528 -909
326 797 80
655 725 -186
665 361 7
864 72 67
649 135 96
528 163 -734
796 312 487
315 228 -82
878 271 -922
877 539 179
692 715 73
356 859 -240
714 775 -635
440 722 971
261 486 270
606 288 -359
342 488 153
369 279 -721
257 673 195
569 565 692
809 784 -710
545 784 597
557 824 320
571 189 -109
309 132 150
327 693 -366
869 133 128
537 428 806
443 744 -690
115 93 254
671 474 790
657 514 117
688 3 -472
841 203 -131
699 56 933
779 556 504
628 297 -330
812 799 -310
467 173 477
570 204 -604
172 125 -139
574 390 590
630 331 -594
673 26 -875
325 54 -997
844 566 169
68 266 566
477 437 -413
171 401 -263
795 728 389
402 329 -212
387 522 626
341 366 -226
66 153 667
491 23 -14
31 768 -175
853 276 -562
378 615 -77
757 372 -899
331 499 -428
649 395 197
750 821 913
366 245 -536
158 570 -483
556 131 -735
706 78 809
501 515 -50
867 664 -486
360 606 -638
208 710 -557
841 500 -605
191 746 -894
658 740 127
58 108 -780
662 86 -752
586 292 691
409 8 322
88 726 -335
642 233 -547
748 373 922
383 166 -261
806 151 610
784 67 -922
755 445 980
188 837 -969
395 808 493
269 724 -34
825 130 -629
856 93 -827
402 238 122
689 814 -520
207 429 -298
364 195 982
666 305 -183
265 54 -352
540 852 265
427 274 765
103 382 -788
602 238 -37
629 872 790
201 808 -167
533 421 -825
532 493 469
864 656 579
332 846 -340
879 781 -251
672 53 -958
15 39 -901
791 794 -610
153 69 314
637 82 -918
647 413 82
751 559 -208
144 365 454
7 836 -271
198 568 -863
810 535 -315
105 460 159
97 219 73
527 371 993
324 814 -418
823 101 377
175 851 -224
439 718 -722
176 628 49
593 665 432
598 443 -405
867 652 -872
204 641 -887
879 171 666
585 881 388
225 51 -412
651 58 698
786 51 -886
675 756 345
536 710 789
19 332 -224
13 397 -750
300 170 920
419 635 982
719 210 938
229 179 469
490 657 827
86 4 -391
787 370 -135
649 336 -320
300 722 381
527 373 616
457 90 22
313 86 -176
193 47 -721
405 402 -839
795 558 381
604 572 -903
345 862 -306
253 204 -719
606 651 530
453 106 -493
836 329 485
842 230 -518
195 812 -400
325 411 -303
418 780 -464
237 204 697
353 332 900
613 847 -731
553 750 -48
300 88 67
606 239 -206
476 482 -322
354 645 -245
385 598 580
627 862 657
495 23 -148
431 255 909
252 666 -123
417 745 532
163 410 -709
628 155 470
235 29 277
750 561 502
18 833 645
334 431 958
527 646 -459
531 32 302
343 220 -134
552 285 -86
108 352 -989
774 741 984
679 103 -142
280 678 -208
698 572 -460
112 492 706
747 699 -535
795 624 115
200 337 374
441 374 345
100 782 796
107 54 -36
182 738 -119
734 184 943
118 331 441
824 868 684
85 283 166
785 207 -290
538 373 -816
134 506 824
142 589 -976
759 14 -457
835 164 252
883 871 -909
577 375 -650
198 39 786
870 445 -806
299 82 12
23 529 -268
592 389 -518
806 334 654
505 142 -584
703 313 -544
168 785 999
618 144 443
431 256 433
699 528 -133
440 186 -312
35 244 -468
492 615 -148
738 724 532
395 772 -392
851 201 -523
133 603 962
822 369 -294
87 176 -593
608 425 799
491 317 -585
823 384 -729
480 395 507
467 584 239
65 66 -711
338 875 -617
310 140 447
227 94 -193
327 455 -611
723 748 350
269 508 139
811 551 241
294 359 143
640 79 -608
414 129 272
695 568 161
472 187 -256
542 875 -464
36 649 184
308 776 -240
639 176 427
819 503 -340
819 258 426
295 685 -562
196 223 -763
309 882 -439
101 848 -843
418 654 -35
401 634 621
38 398 -602
830 90 -675
559 68 -820
567 679 -915
801 355 -78
656 883 891
304 303 -54
782 545 497
182 687 750
398 779 -15
506 636 -11
656 292 -104
437 288 102
392 79 -240
387 129 -912
260 146 -536
826 590 -731
98 562 539
215 92 -337
609 880 -353
353 177 522
301 124 771
643 181 -692
880 740 -304
694 742 347
108 260 176
446 438 -291
331 420 -739
625 169 -953
424 753 900
273 93 -386
190 92 31
72 138 -393
342 440 285
109 501 -829
562 268 958
647 312 -254
473 267 765
786 487 97
153 456 198
512 86 -926
770 279 142
130 393 779
290 853 -439
264 751 52
211 547 -879
875 344 802
827 17 -734
788 515 -827
634 601 -273
693 621 449
561 799 -424
147 186 -56
87 556 527
109 208 658
593 265 -542
751 469 361
641 634 -846
63 348 -174
222 99 997
144 500 -518
141 829 777
817 290 762
461 875 507
476 283 473
509 332 -860
671 227 55
460 422 809
655 718 -371
526 687 914
473 480 723
684 607 -351
331 550 281
455 746 958
390 845 160
619 488 -419
265 423 -977
543 398 457
587 35 -520
62 143 540
213 467 500
100 116 586
736 861 276
425 616 -128
82 422 102
685 75 -276
530 427 -519
790 672 -981
851 398 -711
402 666 351
731 268 -329
686 483 -799
843 330 -963
328 827 951
34 622 -643
576 76 -198
702 263 420
470 778 -936
125 384 -638
542 472 854
140 583 396
199 5 -742
603 149 -353
48 715 72
345 654 -372
762 736 -565
238 554 904
123 235 71
328 728 595
150 801 -390
755 519 -663
183 821 148
755 734 1
467 865 -229
548 174 540
844 474 997
604 817 869
445 221 137
432 214 420
342 475 13
388 807 400
462 120 542
95 118 -105
178 239 -196
59 40 -47
105 641 57
242 255 639
101 843 941
419 691 -397
882 651 902
565 748 29
383 847 -118
860 39 224
293 703 732
241 769 889
728 586 -652
91 677 -183
364 152 147
419 547 -679
862 614 -756
521 243 -46
559 796 573
331 873 -753
151 229 724
592 454 -873
543 832 949
65 800 -923
150 548 281
820 515 -234
159 760 -259
441 748 184
490 125 775
649 751 -481
359 72 125
790 145 -971
285 831 403
497 659 -556
393 424 476
418 674 -408
477 319 -215
812 315 -69
511 367 -334
790 372 -627
787 469 189
44 218 222
60 180 -199
447 308 865
424 214 125
644 35 -400
707 223 594
689 62 496
453 535 445
519 194 -359
810 621 -551
561 467 406
537 322 -449
504 84 -824
68 103 -718
379 331 174
620 113 770
70 1 -65
316 322 -860
672 132 497
122 669 -612
445 164 306
46 160 -790
554 298 -305
166 718 -673
144 438 398
463 208 410
722 125 -282
864 281 203
228 40 775
445 432 -787
510 183 -402
19 124 -434
14 731 -397
754 787 181
736 370 -107
807 458 748
112 677 -883
254 383 673
155 500 437
811 735 549
50 254 -399
831 610 348
429 675 675
293 362 263
683 87 -71
287 553 400
647 440 -803
60 528 -251
715 869 -265
409 172 -64
651 202 301
347 662 -440
830 587 -827
57 418 -306
665 624 -370
430 355 -205
480 195 -896
42 185 374
806 242 737
483 339 -836
348 806 -259
787 501 -322
383 55 415
121 849 -939
544 519 692
118 850 391
95 265 644
818 395 907
114 85 142
480 787 796
650 519 108
37 492 199
462 310 -569
154 161 -851
440 797 -628
463 772 149
344 677 -472
854 147 187
6 177 -880
508 164 -227
498 870 -774
379 543 423
536 4 -822
394 745 -335
741 832 -722
658 574 -144
611 699 -209
273 260 -86
338 552 -713
577 53 183
528 726 957
862 479 587
767 5 364
792 152 553
669 776 633
304 378 -244
250 125 -834
920 970
38 677 407
832 672 176
566 649 620
785 610 884
566 476 -79
98 513 -636
766 868 -294
892 445 -307
216 370 -173
355 865 -42
260 910 -267
196 620 852
662 157 -505
493 335 391
841 790 -901
330 153 -620
331 567 790
166 738 -34
248 836 13
327 690 978
878 516 886
174 419 737
708 690 -886
536 497 -354
441 222 -440
302 686 -31
289 207 260
6 658 75
744 443 658
380 177 873
97 281 -925
530 285 -851
305 714 981
307 309 -625
900 262 87
852 689 -887
476 491 -513
24 64 111
509 662 -529
319 432 -943
256 510 278
744 513 618
903 866 619
205 685 -310
702 845 -407
855 231 871
601 564 655
252 444 -882
765 567 -463
483 377 945
601 709 144
860 299 10
557 670 273
104 407 142
245 211 -52
68 464 14
75 837 575
736 813 269
679 262 506
288 377 -793
233 654 -55
426 77 662
413 33 -431
749 599 -493
380 562 581
687 441 -627
378 788 524
436 848 -392
851 819 -77
103 91 -836
422 249 -270
784 259 864
111 268 899
851 700 836
642 728 -911
715 701 472
848 714 643
233 822 964
112 755 452
83 177 874
504 897 860
375 408 -601
338 545 -890
801 824 492
189 277 650
244 772 363
515 166 -358
697 679 477
380 497 995
765 55 783
15 709 -581
195 198 739
644 684 734
525 588 -420
727 237 -647
567 378 -405
867 515 -422
39 819 724
575 84 656
591 861 -983
30 540 -967
216 685 160
562 284 -240
752 146 -461
29 773 833
692 756 -880
281 147 -926
672 533 277
74 617 -823
707 116 -955
702 252 -587
378 627 -421
458 85 -860
330 861 730
855 917 188
864 300 -892
605 827 749
100 166 -291
562 804 64
199 206 538
178 870 -511
178 301 421
875 203 -221
379 140 -658
282 122 349
558 185 -30
587 449 248
399 74 -344
560 438 624
836 693 -725
347 389 -727
453 862 -463
75 540 84
460 650 -526
735 151 -449
480 810 -972
682 498 57
153 730 -535
119 487 982
757 82 47
671 260 -953
554 850 749
319 40 192
700 614 -939
738 310 662
771 487 774
22 593 188
32 689 933
31 381 -84
339 180 845
256 717 449
467 91 -25
116 589 594
419 95 796
714 339 -596
248 141 -173
665 621 -69
44 607 -986
670 795 -127
554 886 -193
238 471 913
873 46 54
375 495 -512
209 436 257
453 575 -665
353 881 690
878 905 -856
284 875 -554
482 199 -284
728 254 -98
615 148 -533
722 190 910
622 475 -589
173 336 -808
75 8 -565
519 896 -338
93 13 449
165 457 -619
508 142 43
429 759 183
702 390 824
130 183 855
591 81 -39
517 850 -838
683 424 709
175 129 736
301 706 973
46 303 -940
754 465 -566
239 502 201
185 900 756
587 264 -788
789 89 68
560 908 -800
845 749 855
18 351 340
773 859 672
865 912 -584
876 336 539
371 904 -833
890 912 -245
746 115 -372
871 352 -623
392 170 732
274 308 699
122 311 -71
77 772 493
804 646 -44
672 168 -276
551 623 -478
191 325 557
397 70 -607
395 252 890
47 869 -973
156 885 -990
289 760 771
728 523 386
710 651 358
329 341 104
255 514 427
719 730 525
497 328 74
71 262 -434
295 577 -122
849 597 -657
593 629 -268
880 130 233
913 889 806
196 55 -452
604 37 241
591 215 -788
486 812 -784
78 152 -123
235 478 -256
591 283 -247
572 49 439
866 78 -419
529 431 -118
723 877 981
878 715 -291
572 509 -74
206 471 -315
216 513 620
149 693 -740
701 156 103
659 529 285
647 336 -930
231 51 237
825 431 156
727 613 -787
890 270 134
341 765 577
714 830 -127
828 106 -281
38 418 839
262 596 888
100 402 -183
693 34 871
377 400 -696
589 66 84
449 355 216
661 587 93
816 193 -459
431 579 -703
864 66 -52
918 688 517
164 273 381
562 758 838
128 460 -347
319 448 -42
688 626 163
581 904 25
170 416 43
130 300 -979
57 145 -768
236 897 -693
740 577 125
167 282 -879
728 706 -508
802 285 6
803 905 -419
364 228 278
436 314 -846
521 127 -522
692 889 424
877 773 763
468 776 498
273 771 233
853 743 395
651 197 -41
838 696 -112
121 620 767
451 382 234
6 803 67
342 8 865
437 813 -605
266 615 35
70 32 -87
223 762 730
855 634 317
881 435 837
730 719 -943
69 824 921
765 382 622
653 203 -833
574 736 722
273 843 885
366 353 211
80 544 -353
361 537 342
608 241 -54
10 265 -183
813 745 -592
622 381 479
726 600 645
439 656 -91
775 899 675
771 147 372
217 37 -119
606 390 -894
78 819 897
668 124 -598
823 830 -448
248 724 463
120 7 780
898 450 957
814 14 -33
575 106 931
917 763 -369
136 666 -915
442 273 20
666 131 -498
260 112 -650
133 903 -308
647 256 -634
372 415 -174
915 828 931
349 881 296
436 408 -599
415 261 131
250 521 -846
766 427 -463
343 549 968
798 647 151
430 177 6
87 179 -842
297 282 202
824 603 -288
145 529 25
856 342 -286
794 503 100
438 913 907
529 82 -793
662 464 -280
197 318 -733
447 346 -200
236 865 -396
358 795 -412
322 96 -705
16 62 402
832 517 -674
455 308 -403
37 829 981
561 880 57
406 3 -574
468 573 320
225 861 -408
181 671 348
431 321 417
903 718 364
150 656 -522
562 350 737
678 542 821
106 639 -955
28 514 329
26 697 619
209 511 -303
845 882 424
15 557 775
584 452 -868
868 226 155
270 262 326
549 538 229
416 493 -498
717 191 -546
272 14 -307
119 700 -13
550 704 63
503 78 159
326 557 802
253 784 892
187 851 830
680 385 -571
15 458 -204
202 355 -772
836 326 110
424 532 -54
759 120 867
306 640 161
502 920 489
575 573 -863
773 167 -417
387 779 -942
757 38 158
220 560 -332
816 806 -241
596 653 96
28 895 -240
24 487 -749
258 517 856
829 579 -574
584 180 355
53 144 -223
331 721 -485
128 735 389
626 57 -121
71 807 54
545 14 450
458 546 430
228 875 -253
770 400 964
433 465 57
174 319 776
605 526 -317
156 267 430
624 535 49
243 842 71
557 891 7
905 748 -283
98 403 875
910 491 660
300 45 360
771 675 -418
452 349 508
836 722 420
794 554 -343
288 467 -860
705 140 -264
221 888 853
289 459 37
466 498 912
715 906 -609
738 329 253
411 427 864
248 634 -912
694 557 486
158 628 -78
462 757 24
815 861 -718
681 395 875
101 198 675
805 726 728
420 104 -732
438 779 596
186 479 991
268 702 667
4 408 764
61 249 362
161 360 724
743 234 219
336 300 -845
161 66 255
530 665 -166
626 402 147
453 457 -247
439 887 39
886 683 -820
768 881 5
678 50 -963
91 140 890
93 73 -994
142 913 -321
805 899 -201
413 646 -813
21 667 585
427 554 -910
489 321 -674
826 431 -220
167 862 -962
398 440 19
666 284 854
631 49 537
752 462 395
398 774 850
745 507 46
80 150 -474
462 424 324
589 690 -55
672 706 -309
333 173 742
888 838 -138
631 435 553
16 188 -166
9 87 264
835 288 315
752 883 41
522 827 -461
824 416 50
618 338 646
681 126 887
598 610 -702
309 121 -44
493 597 803
387 28 820
298 763 943
408 730 -796
278 845 365
104 20 929
268 466 372
64 266 -810
888 651 319
197 138 912
188 212 916
282 184 -281
653 216 752
580 45 623
288 407 315
755 695 -855
379 281 -741
461 683 -196
388 653 -802
805 802 -992
543 411 -31
46 746 419
548 829 -887
5 544 649
599 609 989
202 48 -824
530 717 -558
343 249 -966
812 824 308
396 867 443
13 495 572
73 658 426
862 545 139
638 344 -447
884 35 -527
619 817 402
845 343 -885
550 284 276
107 391 -427
387 914 221
904 119 784
352 385 -475
764 211 -379
644 433 22
735 325 -287
713 525 -168
372 803 -993
645 282 -684
459 606 -288
473 151 728
891 273 784
684 356 883
367 481 -369
435 911 183
619 8 920
211 101 604
459 158 -757
647 154 -241
756 620 907
657 150 197
861 652 195
37 19 763
119 226 264
94 328 804
703 147 -815
255 443 431
775 189 582
363 662 -432
578 21 335
595 36 711
886 591 -770
107 677 -726
53 845 -127
110 750 -268
493 920 528
764 880 511
371 34 473
532 138 431
826 104 675
303 648 -801
301 858 -629
7 480 421
309 248 -902
677 182 730
479 679 175
144 455 -479
815 856 -886
872 276 967
322 778 -655
187 94 950
732 652 -88
894 611 254
596 595 531
26 555 -144
652 78 -37
232 414 405
748 614 -124
506 330 -554
666 346 587
276 888 -36
72 30 280
860 154 861
352 610 -414
906 225 -293
356 776 671
678 70 800
291 883 264
654 289 322
877 701 -258
258 257 768
537 263 -362
909 20 64
756 71 -989
498 202 -373
845 280 667
275 759 575
585 369 414
732 530 677
30 200 541
602 287 -750
113 772 439
634 868 790
452 225 254
33 5 -971
532 17 -933
600 750 -533
429 528 -109
561 735 -248
733 621 -584
836 207 -835
471 201 93
568 313 -819
840 104 -69
284 427 971
560 218 -279
450 414 -784
140 527 -895
884 555 189
478 725 507
811 92 -695
269 59 489
883 30 986
207 795 -570
637 370 -889
376 220 265
168 298 784
273 4 -462
57 17 77
378 391 710
827 114 529
545 589 903
491 875 -799
205 563 913
920 122 460
863 179 -577
818 550 -509
887 658 -234
906 385 -499
582 399 166
715 154 -62
327 385 -212
18 195 509
494 414 294
122 866 -632
65 353 272
278 13 -232
307 187 -459
314 351 -313
449 254 -294
825 564 883
892 368 -857
507 689 228
158 182 201
621 869 310
582 307 -818
696 701 -223
223 718 931
656 660 347
742 577 -947
238 163 -487
898 851 671
816 695 81
827 139 -151
238 358 -729
450 480 978
441 435 -287
653 690 688
308 92 213
749 875 266
644 534 671
541 489 -252
316 554 -150
876 320 883
205 860 468
783 116 427
303 230 -112
898 281 481
868 729 9
284 47 -962
551 746 -164
60 196 -782
102 764 970
294 625 -34
140 246 354
428 730 679
782 20 185
540 761 -265
524 826 442
469 291 337
874 840 -273
73 220 338
68 870 -24
100 853 10
874 869 -844
403 525 703
75 709 450
647 608 -980
517 149 -737
584 193 -292
13 842 -873
496 459 -797
294 86 509
2 468 -108
543 618 -449
260 459 420
214 355 -363
534 76 711
232 547 779
496 289 575
737 273 149
903 876 -717
838 687 -486
308 510 785
190 324 667
65 242 409
683 608 800
374 99 -932
434 111 768
709 376 76
427 786 768
278 313 684
359 472 -706
229 577 -85
174 611 968
147 293 88
157 167 -548
551 708 42
479 300 -10
207 285 384
886 97 15
651 872 602
29 117 792
292 499 169
482 872 366
823 678 -24
37 819 -519
309 801 -293
433 379 394
681 596 211
216 692 956
851 112 483
670 784 638
266 536 -933
279 281 744
835 780 -402
612 334 -464
69 118 238
406 572 -484
474 562 943
757 430 -495
857 768 40
458 786 -94
261 248 950
762 103 -305
455 895 885
763 83 562
134 477 -481
464 772 -405
565 569 -902
858 792 209
536 71 -808
229 226 -30
909 204 -48
513 599 -786
215 200 -10
693 94 650
20 905 556
832 151 489
