842 2801
306 351 549
393 75 427
169 147 742
364 191 335
248 775 216
525 582 340
454 21 479
554 687 867
516 726 761
125 606 84
563 84 125
587 523 273
537 91 896
169 660 739
361 383 968
329 563 770
280 206 614
331 569 47
669 751 472
796 86 428
359 350 609
244 806 105
252 264 988
534 419 606
481 363 557
585 25 416
139 443 257
467 29 204
174 217 692
500 140 710
595 118 875
735 546 187
243 569 142
449 252 469
609 842 40
673 122 747
641 686 530
413 345 309
409 247 484
18 240 675
153 123 669
399 602 515
626 362 676
661 188 395
566 424 527
351 484 175
693 24 908
713 181 224
138 123 309
759 477 837
509 840 41
374 282 836
276 546 181
661 567 652
613 236 139
407 633 215
750 116 608
765 761 834
123 680 523
416 252 457
276 322 738
825 701 675
194 779 657
500 138 161
746 733 597
34 169 820
648 632 361
6 195 542
123 426 630
162 448 906
310 840 735
746 406 539
352 770 421
443 266 243
759 351 121
312 769 287
531 219 367
721 322 700
321 319 641
636 122 834
605 363 493
635 791 180
464 52 342
420 218 229
204 274 411
495 573 332
705 527 801
697 465 454
542 399 943
610 111 146
734 242 313
341 275 625
791 739 152
60 742 179
472 65 584
841 667 725
337 591 854
613 210 760
513 45 86
117 107 449
334 129 634
651 383 3
757 658 873
86 499 90
151 442 97
295 11 203
591 358 878
482 516 10
403 364 118
366 632 849
664 261 859
378 450 967
203 157 486
747 574 262
822 174 212
454 461 531
18 142 147
526 377 713
742 357 500
823 463 110
412 396 418
401 558 254
488 20 413
285 560 826
494 459 196
786 251 629
665 238 857
558 146 140
529 61 353
674 39 189
433 164 571
725 192 882
134 820 847
210 265 879
487 509 10
544 253 216
706 484 993
57 835 928
496 389 170
704 529 405
206 752 291
41 791 921
794 501 439
428 550 88
120 98 231
789 112 337
422 353 740
503 11 262
298 144 383
755 474 385
153 656 677
720 198 33
407 678 345
770 333 8
841 414 788
25 554 583
742 726 543
837 620 687
478 687 880
731 160 638
502 201 825
826 374 134
10 263 80
281 34 83
563 551 622
406 731 146
722 190 879
269 505 336
745 555 123
557 804 606
524 738 701
149 617 853
222 102 316
653 191 249
278 747 413
645 420 313
365 114 686
570 689 806
255 596 181
187 662 196
747 718 999
190 757 784
477 41 458
441 223 268
767 700 525
675 272 348
440 351 469
389 638 369
443 111 217
446 829 31
748 800 851
50 325 599
812 559 957
818 659 880
538 502 247
324 830 367
5 794 455
421 32 404
67 417 886
103 606 444
23 103 257
731 623 147
335 28 753
177 183 60
296 507 815
159 590 194
74 176 913
794 214 836
140 418 749
567 373 208
475 752 347
258 507 74
221 599 895
51 350 350
84 607 397
485 433 563
237 50 585
426 445 758
225 442 26
829 260 513
757 122 808
729 774 922
290 568 160
274 410 202
824 361 333
610 827 643
635 555 249
187 803 25
267 351 807
129 408 684
38 164 437
36 185 414
782 83 217
406 742 796
38 232 735
654 604 472
346 577 26
330 669 503
147 689 228
627 746 272
207 729 75
3 183 98
423 333 849
480 421 374
550 308 325
276 807 733
467 710 413
726 680 19
8 792 494
678 370 263
92 674 282
627 83 447
425 724 643
96 49 1
47 834 327
626 647 439
144 204 145
21 468 875
701 503 71
778 463 397
364 274 444
776 788 75
589 750 870
260 773 381
768 780 760
120 345 561
15 605 932
311 507 980
464 248 482
467 762 747
610 164 876
747 179 168
75 121 573
100 25 134
510 275 295
638 123 438
323 496 196
610 350 739
23 756 777
613 399 134
834 57 329
374 384 644
128 772 249
285 747 716
614 661 125
439 752 383
276 85 429
454 507 925
543 392 44
676 831 390
171 86 436
734 292 228
740 285 643
281 670 586
604 676 421
7 680 483
223 751 343
486 78 626
839 402 705
640 292 77
679 201 286
384 471 60
416 11 654
690 792 671
230 708 939
773 729 767
205 707 620
610 58 349
472 384 186
237 15 444
299 209 307
21 841 6
264 277 998
763 427 401
681 515 108
349 799 213
744 36 762
506 175 680
155 105 936
147 29 533
542 361 323
827 388 518
162 160 299
511 52 244
815 737 840
640 813 298
271 782 602
791 165 217
745 696 560
771 338 401
605 485 305
369 105 61
698 752 246
99 69 489
451 413 367
663 232 237
99 453 51
303 386 313
409 815 133
446 162 851
243 811 616
782 130 652
172 455 487
352 152 840
245 126 966
396 350 656
335 742 340
351 437 539
841 522 463
220 62 831
612 259 270
820 35 512
249 802 861
494 693 879
184 275 876
276 602 137
737 395 828
147 766 684
678 66 277
17 52 96
723 682 569
48 451 967
557 472 306
59 565 848
285 783 673
674 462 266
383 548 906
464 234 302
271 230 994
187 650 972
333 352 276
265 598 796
17 182 707
332 701 422
471 356 904
409 487 456
81 419 277
17 706 929
690 643 588
680 21 99
353 345 914
759 478 762
133 819 789
789 507 862
790 67 410
819 29 530
2 172 481
338 479 791
312 59 596
15 550 593
671 210 108
556 29 728
100 693 971
517 532 489
443 293 763
108 236 117
463 167 848
384 370 706
122 424 319
440 469 198
286 195 423
358 360 130
210 52 917
416 232 956
79 488 499
370 235 601
3 617 915
60 477 322
151 741 741
147 601 887
8 645 712
730 571 868
334 540 114
614 589 496
765 667 686
492 426 97
87 369 537
842 803 260
629 577 795
73 691 252
799 583 559
348 245 21
739 641 312
475 749 415
129 568 155
567 611 226
397 518 222
582 155 788
433 129 992
519 226 398
312 789 746
78 266 50
741 795 779
705 194 818
634 316 111
212 244 724
218 119 16
411 777 913
58 568 312
525 239 965
535 66 545
770 253 966
165 760 869
558 245 739
734 765 898
513 825 587
536 363 668
673 717 606
338 606 360
280 663 389
27 340 534
370 373 498
206 437 354
334 462 297
355 773 150
249 459 253
227 704 728
769 557 887
591 102 75
65 710 987
526 488 71
282 630 906
138 67 520
73 35 912
824 78 730
817 31 679
496 635 330
774 370 376
30 800 487
475 563 308
458 35 432
